年（和暦）,年（西暦）,月,種別,性別,数・率
平成19,2007,4,市外移動_転出,男,7948
平成19,2007,4,市外移動_転出,女,6255
平成19,2007,4,市内移動_転入,総数,7656
平成19,2007,4,市内移動_転入,男,3987
平成19,2007,4,市内移動_転入,女,3669
平成19,2007,4,市内移動_転出,総数,7644
平成19,2007,4,市内移動_転出,男,3977
平成19,2007,4,市内移動_転出,女,3667
平成19,2007,4,その他増減,総数,128
平成19,2007,4,その他増減,男,67
平成19,2007,4,その他増減,女,61
平成19,2007,4,自然増減,総数,532
平成19,2007,4,自然増減,男,228
平成19,2007,4,自然増減,女,304
平成19,2007,4,出生,総数,2370
平成19,2007,4,出生,男,1223
平成19,2007,4,出生,女,1147
平成19,2007,4,死亡,総数,1838
平成19,2007,4,死亡,男,995
平成19,2007,4,死亡,女,843
平成19,2007,4,人口増減率,,0.27977
平成19,2007,4,社会増減率,,0.26503
平成19,2007,4,自然増減率,,0.01474
平成19,2007,5,世帯数増減,,2550
平成19,2007,5,人口増減,総数,2993
平成19,2007,5,人口増減,男,1454
平成19,2007,5,人口増減,女,1539
平成19,2007,5,社会増減,総数,2163
平成19,2007,5,社会増減,男,1099
平成19,2007,5,社会増減,女,1064
平成19,2007,5,市外移動_転入,総数,12851
平成19,2007,5,市外移動_転入,男,7205
平成19,2007,5,市外移動_転入,女,5646
平成19,2007,5,市外移動_転出,総数,10789
平成19,2007,5,市外移動_転出,男,6139
平成19,2007,5,市外移動_転出,女,4650
平成19,2007,5,市内移動_転入,総数,6392
平成19,2007,5,市内移動_転入,男,3405
平成19,2007,5,市内移動_転入,女,2987
平成19,2007,5,市内移動_転出,総数,6370
平成19,2007,5,市内移動_転出,男,3388
平成19,2007,5,市内移動_転出,女,2982
平成19,2007,5,その他増減,総数,79
平成19,2007,5,その他増減,男,16
平成19,2007,5,その他増減,女,63
平成19,2007,5,自然増減,総数,830
平成19,2007,5,自然増減,男,355
平成19,2007,5,自然増減,女,475
平成19,2007,5,出生,総数,2991
平成19,2007,5,出生,男,1552
平成19,2007,5,出生,女,1439
平成19,2007,5,死亡,総数,2161
平成19,2007,5,死亡,男,1197
平成19,2007,5,死亡,女,964
平成19,2007,5,人口増減率,,0.0827
平成19,2007,5,社会増減率,,0.05977
平成19,2007,5,自然増減率,,0.02293
平成19,2007,6,世帯数増減,,1642
平成19,2007,6,人口増減,総数,1627
平成19,2007,6,人口増減,男,656
平成19,2007,6,人口増減,女,971
平成19,2007,6,社会増減,総数,804
平成19,2007,6,社会増減,男,256
平成19,2007,6,社会増減,女,548
平成19,2007,6,市外移動_転入,総数,10643
平成19,2007,6,市外移動_転入,男,5850
平成19,2007,6,市外移動_転入,女,4793
平成19,2007,6,市外移動_転出,総数,9924
平成19,2007,6,市外移動_転出,男,5637
平成19,2007,6,市外移動_転出,女,4287
平成19,2007,6,市内移動_転入,総数,6069
平成19,2007,6,市内移動_転入,男,3212
平成19,2007,6,市内移動_転入,女,2857
平成19,2007,6,市内移動_転出,総数,6054
平成19,2007,6,市内移動_転出,男,3201
平成19,2007,6,市内移動_転出,女,2853
平成19,2007,6,その他増減,総数,70
平成19,2007,6,その他増減,男,32
平成19,2007,6,その他増減,女,38
平成19,2007,6,自然増減,総数,823
平成19,2007,6,自然増減,男,400
平成19,2007,6,自然増減,女,423
平成19,2007,6,出生,総数,2580
平成19,2007,6,出生,男,1374
平成19,2007,6,出生,女,1206
平成19,2007,6,死亡,総数,1757
平成19,2007,6,死亡,男,974
平成19,2007,6,死亡,女,783
平成19,2007,6,人口増減率,,0.04
平成19,2007,6,社会増減率,,0.0222
平成19,2007,6,自然増減率,,0.02272
平成19,2007,7,世帯数増減,,1363
平成19,2007,7,人口増減,総数,1700
平成19,2007,7,人口増減,男,809
平成19,2007,7,人口増減,女,891
平成19,2007,7,社会増減,総数,734
平成19,2007,7,社会増減,男,396
平成19,2007,7,社会増減,女,338
平成19,2007,7,市外移動_転入,総数,11814
平成19,2007,7,市外移動_転入,男,6476
平成19,2007,7,市外移動_転入,女,5338
平成19,2007,7,市外移動_転出,総数,11163
平成19,2007,7,市外移動_転出,男,6125
平成19,2007,7,市外移動_転出,女,5038
平成19,2007,7,市内移動_転入,総数,6487
平成19,2007,7,市内移動_転入,男,3452
平成19,2007,7,市内移動_転入,女,3035
平成19,2007,7,市内移動_転出,総数,6471
平成19,2007,7,市内移動_転出,男,3442
平成19,2007,7,市内移動_転出,女,3029
平成19,2007,7,その他増減,総数,67
平成19,2007,7,その他増減,男,35
平成19,2007,7,その他増減,女,32
平成19,2007,7,自然増減,総数,966
平成19,2007,7,自然増減,男,413
平成19,2007,7,自然増減,女,553
平成19,2007,7,出生,総数,2911
平成19,2007,7,出生,男,1524
平成19,2007,7,出生,女,1387
平成19,2007,7,死亡,総数,1945
平成19,2007,7,死亡,男,1111
平成19,2007,7,死亡,女,834
平成19,2007,7,人口増減率,,0.04691
平成19,2007,7,社会増減率,,0.02026
平成19,2007,7,自然増減率,,0.02666
平成19,2007,8,世帯数増減,,1436
平成19,2007,8,人口増減,総数,1861
平成19,2007,8,人口増減,男,864
平成19,2007,8,人口増減,女,997
平成19,2007,8,社会増減,総数,960
平成19,2007,8,社会増減,男,499
平成19,2007,8,社会増減,女,461
平成19,2007,8,市外移動_転入,総数,11874
平成19,2007,8,市外移動_転入,男,6477
平成19,2007,8,市外移動_転入,女,5397
平成19,2007,8,市外移動_転出,総数,10983
平成19,2007,8,市外移動_転出,男,5996
平成19,2007,8,市外移動_転出,女,4987
平成19,2007,8,市内移動_転入,総数,6184
平成19,2007,8,市内移動_転入,男,3231
平成19,2007,8,市内移動_転入,女,2953
平成19,2007,8,市内移動_転出,総数,6176
平成19,2007,8,市内移動_転出,男,3223
平成19,2007,8,市内移動_転出,女,2953
